name,comment,image
iskiiii__,"Liat foto ini sama Igs ka karin lgsung lemesss , pusinggg , muall😢 Gabisa liat sosoknya , tpi bisa kerasa bgt vibenya",https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/275942110_758287621819379_8905634026826480391_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=r4xPELfbdGgAX9PGCuN&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT92xlTSY-F8s9Pxom77aAUfS6bw-pBhb3wd-fsJX0mNvA&oe=624819AE&_nc_sid=705020
registryedna,@indyratnap @tim_jurnalrisa @abimanyu_______ @risa_saraswati,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/275876666_2137828279700400_9005022224081522581_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=LBFzdmFDtYgAX-4CXqE&tn=K2QEpKHP0ILhBReK&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT-w9cOW6iyw8RFKALxCc8ObD0UBrZZMx0VDpKmE2wVGcg&oe=6247A620&_nc_sid=705020
akbarrbsl,@steven.kurniawann @rofyarhamaani @anggi_ginanjar_  gass,https://instagram.fbho1-2.fna.fbcdn.net/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?_nc_ht=instagram.fbho1-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=kLQ4jXKOCJIAX9lljhK&edm=ALlQn9MBAAAA&ccb=7-4&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.2-ccb7-4&oh=00_AT88n1M47QKNUVoMtBbtGKatrTbojXnm652lI2W9jOAMIQ&oe=62485A4F&_nc_sid=48a2a6
astrinovian17,@tim_jurnalrisa,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/134421996_2099954270140869_2575947868937501145_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=JvwxX5yce7kAX8iYjWj&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT9w6TcbEEoHEOa5UZXWEUwDZOT-pGDpPNGFe2RK7WvrXg&oe=6248F66E&_nc_sid=705020
insteadofspammin,nur kesini aj @hiii.beach,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/252622634_610125266794720_2950338092657002312_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=lMQTjKehEKMAX_U14Hw&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT_0oDWYa0cRd8te_i8_if0B4B53VINW4J82ocPDT5Z8Sg&oe=624922B6&_nc_sid=705020
skin.tw,Jurnal risa pernah kesini😮,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/244483848_6521477471203268_5717507574607770581_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=PAn8cgN7Vc8AX9c-Hn5&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT9TWUy13hgGw2xYpgKAlEJe504OZGiw9XibF_EAqoD18A&oe=62487A0F&_nc_sid=705020
skin.tw,Jurnal riaa pernah kesini. 😮,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/244483848_6521477471203268_5717507574607770581_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=PAn8cgN7Vc8AX9c-Hn5&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT9TWUy13hgGw2xYpgKAlEJe504OZGiw9XibF_EAqoD18A&oe=62487A0F&_nc_sid=705020
zafiraamjd,ngumpul semua digenteng ya shay🥲,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/276985803_129504996315036_905323497540344658_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=2j1K62G2OccAX_shiKn&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT_L6kYtb6pX6zdCMHI29nKSMuu6yqNpz6QkstpYA_u3Uw&oe=624870DA&_nc_sid=705020
reynathangm,Berani dong rinn,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/269784753_425034299354120_7343966658098898576_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=P8LYFIkS-l4AX_Mcra6&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT8YhjCord33qRDNlxAl0t2xvwUaOYWWgXGAbQqkYO1WLg&oe=6247DE36&_nc_sid=705020
vanchajo,"@awkarin gue mau berbagi cerita dari apa yang gue liat rin di foto lo, gue share di komen apa dmna rin?",https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/273474822_4315459095220729_8926823399324612268_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=pM3nMVGRlUQAX_q4Hxg&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT9x0FW2TJ6onD9XbeR2-BRQVA7J1m19KEoqvGbEQAPMzw&oe=624843A2&_nc_sid=705020
garnis_sekarini,penelusuran sama JURNALRISA Sabi kali Rin @jurnalrisaoffisial,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/272682572_426952825842719_3780219813234482139_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=rdkP_zCykEoAX9a6m3F&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT826X2lIULRuveFVTm_N5829fwSNrBdw_j4iiclEcb7Dg&oe=6248A1DE&_nc_sid=705020
_yustk,@bagas_kenyo,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/277112395_354818366586801_6863322616121865350_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=mPoI1QeXQdcAX8RrYjI&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT9cHo5iQYg7qeZYYGaZ_Kk0MiwwX92OV3Sbhxa8NZaayQ&oe=6247F023&_nc_sid=705020
himrhsyhx____,Gua suka vibes tempatnya 😍,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/277115454_550649489811263_729839656508884416_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=GtzNDgD44eUAX_cePqI&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT_hrF3y-10Gd8aoMFdoXRT9orxGPjjhD_4OdyprdrX1iA&oe=624830C2&_nc_sid=705020
g.rydi,Ini yg dulu tim jurnalrisa pernah kesitu,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/226717478_135510362060870_310840429002130969_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=KbiCPKDwxvoAX-j4LMI&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT-oBCX6lRyIKHVrXA6ArCllcFY_GX0q6p1QcdhzOfKkMw&oe=62489B0E&_nc_sid=705020
luv.jeee,Ini pernah ada di yt nya nyai Sara Wijayanto @sarawijayanto @awkarin,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/277288353_113924221254799_2928397923950288260_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=f2xuPNn7fQsAX9b02PR&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT-YiY3ax7wZREJQCXscp4NGEcU51KurMqiGY2an4Pofjg&oe=6248A9FE&_nc_sid=705020
ainun_mndfh,@oktavia_ta aku dulu tahu tmpt ini grgr mbo kongkon baca thread 😂,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/269059957_439788000984678_7775879289680658860_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=E9A_Z_pAtGUAX9ARzbe&tn=K2QEpKHP0ILhBReK&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT_jNXEyJ7boliZoSpUdLtUQozSPCoKrmAD7Y_RGEm8IWg&oe=624802F2&_nc_sid=705020
sans94_,Ini tuh rumah tempat syutingnya perempuan tanah jahanam ya? Mirip bgt,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/273391693_636275850981158_6786886766754350775_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=UWFJIo4szNgAX9_uFdh&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT-msfbJqLzOUEmxzjQsoxRyLU7sKDc-qm9EXkbLYEohsQ&oe=624797F1&_nc_sid=705020
ulan_lee,👏👏👏👏👏,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/277082102_1390733301399219_1838568567076448042_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=_j09Jp-k13YAX_x8Blk&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT-mGZ4yRinrzdNgVDuJo_FMaPQ3Xgvt2SGaX7md2F-hZg&oe=62486FE7&_nc_sid=705020
axcwiwitxya,Pernah buat shooting @diarymisterisara 😂,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/274681386_1331201827400310_4502706287146069044_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=XdnIyekWiqAAX8HKRF-&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT-C-Evr8LXaA42zDyMT55o7mGcSRkCq1hmyNBsAFdpjkQ&oe=6248BD7B&_nc_sid=705020
chokrengifari,😍,https://instagram.fluh2-1.fna.fbcdn.net/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?_nc_ht=instagram.fluh2-1.fna.fbcdn.net&_nc_cat=1&_nc_ohc=kLQ4jXKOCJIAX97rDc2&edm=AD35FJ8BAAAA&ccb=7-4&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.2-ccb7-4&oh=00_AT90D1q9aUVdl2AAf3MAjKV3eVWjarm1EqMI4Zkj7xX5SQ&oe=62485A4F&_nc_sid=74408c
chokrengifari,👏,https://instagram.fluh2-1.fna.fbcdn.net/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?_nc_ht=instagram.fluh2-1.fna.fbcdn.net&_nc_cat=1&_nc_ohc=kLQ4jXKOCJIAX97rDc2&edm=AD35FJ8BAAAA&ccb=7-4&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.2-ccb7-4&oh=00_AT90D1q9aUVdl2AAf3MAjKV3eVWjarm1EqMI4Zkj7xX5SQ&oe=62485A4F&_nc_sid=74408c
wahidariyani,Awkarin x dms❤️😍,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/276292671_118298477462121_6488044050264155478_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=AFSu6Gob87QAX_pQHhP&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT9XlbbkQVaRRp0JBc0_72qky9NZp8DUqTslNCopZyHmCw&oe=6247424E&_nc_sid=705020
naraaa.y_,Rasa ingin kesana tp ga berani @danxes_,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/276971754_545859256770942_8040868098984863876_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=-VwqxCOdY1UAX_fEK1W&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT_tLIMyXHImY1ZNZBMF57-xfTt2QY4hjbDqY3VGP8iqnw&oe=62477DAE&_nc_sid=705020
anaknya_bude,Engap,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/275656412_154249676979371_5424372815259230619_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=F5ZnCyOokPkAX9kRA3g&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT8MhQzyvDqCUS9X84Umh7UkVXndx6T291ELE_IDUc0iMA&oe=6248CB53&_nc_sid=705020
silvaaprn,dikira rumah bekas belanda yg di jamblank city😢 @elayyy_ya @dehaaya_ @mrcllla @silvi.ipi,https://instagram.fluh2-1.fna.fbcdn.net/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?_nc_ht=instagram.fluh2-1.fna.fbcdn.net&_nc_cat=1&_nc_ohc=kLQ4jXKOCJIAX97rDc2&edm=AD35FJ8BAAAA&ccb=7-4&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.2-ccb7-4&oh=00_AT90D1q9aUVdl2AAf3MAjKV3eVWjarm1EqMI4Zkj7xX5SQ&oe=62485A4F&_nc_sid=74408c
maulidia1367,Ini mirip banget rumh di film hantu wanita tanah jahanam ga sih seremmm bngtt,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/228222602_276793497542103_3972772484011980139_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=IZuYZEp0w38AX_XxVJ_&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT-MoUdEHANHFpBfy9zbEycJimwCyh97UNlNeGVBG1pM_A&oe=6247BCBF&_nc_sid=705020
tikandrwngi,Ga berenti merinding ngeliat sampe slide terakhir,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/265513118_1298418240605983_1857706476930600368_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=rRPdTaH8pqkAX_VNWHm&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT_cALabP8ycEidno7rWhkeojiguvB7wAOU4Z-Cbhe8cAA&oe=6247C801&_nc_sid=705020
lalarahmansah,Kesini apa ?@estilarasati,https://instagram.fluh2-1.fna.fbcdn.net/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?_nc_ht=instagram.fluh2-1.fna.fbcdn.net&_nc_cat=1&_nc_ohc=kLQ4jXKOCJIAX97rDc2&edm=AD35FJ8BAAAA&ccb=7-4&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.2-ccb7-4&oh=00_AT90D1q9aUVdl2AAf3MAjKV3eVWjarm1EqMI4Zkj7xX5SQ&oe=62485A4F&_nc_sid=74408c
sitisuliskn,Liat slide terakhir kenapa tbtb netes air mata njir😭 @usniawati01 @ynita979 @bungarahayu13 @siti_nurhazizah20 @wiwitsafitri7,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/247015362_2103172436499763_5746993314841740276_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=X6v8i6y2a4YAX_0VDVi&tn=K2QEpKHP0ILhBReK&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT_ZDYKB3YM7umE68OtFE5AvPmADPk64Y90jjilf6_p68A&oe=6247B0DC&_nc_sid=705020
lalanda11,pengen kesini @virgikk_ @riezky_s.a @indah.puspitta @rizzaiswara,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/212686908_4065944600157220_5005753945323844612_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=L5_vIf0e9DIAX-5tSuu&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT8TVvrHiMjHJAXRE_wVZpyrZsJ4A4blcMSCZU37CYjBlg&oe=624814C1&_nc_sid=705020
tataistaaa,Slide 3 dan 8 merinding,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/277113953_159242669805004_9029114439774955395_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=sgt4QzWBgTkAX_UoaHF&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT-VzeRzI7x3CwPan89JeTPJA7a8-cst_UVOUTvKSQhqSA&oe=62489B96&_nc_sid=705020
ayyiinn._,@ur.girl_fwen,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/238069477_359162439102999_2198092219087461089_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=lXTI63-bcmEAX9zGzg4&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT-6jdn7Zi0JB43uCXhW9mQJddPMYE_UePv5DXvkQBEX7w&oe=624939FF&_nc_sid=705020
endankas,@fathur_rr22,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/275875242_2926252514331443_3802964147206265873_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=1dZw8fVeb6AAX__PC57&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT-Az_4CSbkHtL4zOIgsJRcM4inUrVoRJbjQ0Y5NliaCPw&oe=6247D980&_nc_sid=705020
itsozay_,"I saw her Face , mba Ayu 😢",https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/274300265_153393740391287_6782965056774272259_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=Zp7gYK7ZVCMAX8JAQ2G&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT8Xy45iiTCOFK3L6qgvRQGC5dzYDBB9P8hg0pf43W9rpQ&oe=6247C0EA&_nc_sid=705020
alimukhtarrr_,rumahnya enak ya,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/273462984_1289022054909758_7052605395921361065_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=bUYjX-9FziIAX_3Feml&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT_suAbBfdmwJPtkh4_hn59Tu8y1haPUUqT5ZRo-cF9CLg&oe=6247CEF2&_nc_sid=705020
astriesalonpaseban,@risa_saraswati ka coba kesini,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/33120999_642222706121790_5406632865179893760_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=psx16yfPdQoAX_4tTcE&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT8SMEaXRKj_YX27oySQ_UI-uNAvp-0lJUZYPYnj1hL4eQ&oe=62484B88&_nc_sid=705020
punkyaf_,"Pernah tau rumah ini, di channel diary mistery sara",https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/265113168_458580622457183_7568398411377995608_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=QgAjrV7Da1YAX8Ni1lc&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT94DlSms4eblR1yErxJIRhnQs0s7SmAGgE7xGgoGEDRaw&oe=624850EE&_nc_sid=705020
kayllaaaaaa__,@ronanhandoyo  Gmn bg,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/240411176_174241728144996_794329186199740724_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=eu0IUuCAkAMAX-5sImY&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT8ZtjiJ5jfbWWJtCxHpdQmamNthz__n_HeCy7aIERbpXw&oe=62481086&_nc_sid=705020
y0ub1tjh,"karna saya anak indibego, jdi saya gabisa ngeliet🙏",https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/276955774_120432680566220_3187154199903438027_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=jVuiH8KA1m0AX_Q_Ye4&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT_fE0vh9KxJmOFUX2gALLQ2f_Q7u2yVAjwtCbcRWCbgig&oe=62479D8A&_nc_sid=705020
riosyarifaiz,@farqirmd @ypradana_ nek rene ki awan ora jam 1 bengi aso,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/240890603_360923022416144_2418545332957717143_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=mt_yjrL03LQAX8ZVAOE&tn=K2QEpKHP0ILhBReK&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT8rAsernjhg4RggxNgMJhbxUnXPtJKn8l5-zUJRBYzm7A&oe=624850C2&_nc_sid=705020
astriesalonpaseban,@risa_saraswati ka coba kesini,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/33120999_642222706121790_5406632865179893760_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=psx16yfPdQoAX_4tTcE&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT8SMEaXRKj_YX27oySQ_UI-uNAvp-0lJUZYPYnj1hL4eQ&oe=62484B88&_nc_sid=705020
astriesalonpaseban,@tim_jurnalrisa @jurnalrisaoffisial,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/33120999_642222706121790_5406632865179893760_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=psx16yfPdQoAX_4tTcE&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT8SMEaXRKj_YX27oySQ_UI-uNAvp-0lJUZYPYnj1hL4eQ&oe=62484B88&_nc_sid=705020
phialfiani,@itsme.frisllyherlind @sarawijayanto @risa_saraswati,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/275465105_803507517276628_3919704226150564211_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=QDzdfKSF0B0AX8lAR9O&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT-Fpr4wvlp2VYn71qrt2YvfprTBfUTUJCrFh5yVIYkzzg&oe=6247EFEF&_nc_sid=705020
riosyarifaiz,@farqirmd @ypradana_ nek rene ki awan ora jam 1 bengi aso,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/240890603_360923022416144_2418545332957717143_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=mt_yjrL03LQAX8ZVAOE&tn=K2QEpKHP0ILhBReK&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT8rAsernjhg4RggxNgMJhbxUnXPtJKn8l5-zUJRBYzm7A&oe=624850C2&_nc_sid=705020
___nailasyfq,"baru liat gambar nya aja hawa nya gaenak, bukan karena indigo atau ngeliat sesuatu si, emang takut ajjjj",https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/276970245_5273708029314855_1628698856839058963_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=pEJOQRCFyIMAX8pXaS8&tn=K2QEpKHP0ILhBReK&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT9OwzdI3FRqwuDeRbQg41Fc-lkfu1ALgATATeTV9X67pw&oe=6248572E&_nc_sid=705020
nvna17_,@_ungeeeee_,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/277257767_653575549035907_6957512801320435843_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=YrYRhbvepa8AX_giwPx&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT8ZIoQ6Qaq_-QUb5GOCkulwLblQIoikoFHQ6iw-TpA7IQ&oe=6247BB63&_nc_sid=705020
ekavebrianty26,Team gercap @diarymisterisara  udah Main kesini belom??,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/272326000_675751620092279_6108773129864476712_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=4f5oZhtpLDIAX_9fPh7&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT9PQoTHLrrXJRXU81rJU9vFbj8vqIgVLCHVi6Ix_cU2yw&oe=62489D0F&_nc_sid=705020
hanschrstian,Kenapa di slide terakhir 😢,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/275997535_290620443186394_6950427418058219867_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=uAnds7dFMg4AX_0JGxY&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT8SKMJShk_P-UmAPnI3dIby79_gCvhDzDoyx_aBnOmhgA&oe=6247E72D&_nc_sid=705020
larasatiza6,@tim_jurnalrisa @risa_saraswati,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/276314651_357690846284221_548323205514037272_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=gGAeKlEy5o4AX94uW53&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT-UkwpiY1_lEwy17Q0ZJRkEF1olJafsT89M9uTEiGTSwQ&oe=62484757&_nc_sid=705020
lusyanagustine,Aku mau kesini ya @adenricos 😘,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/274929466_663369828244023_4292108739054557834_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=Y0ekF6ucxesAX9nCBHo&tn=K2QEpKHP0ILhBReK&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT-1pW6vxOZ1HG1Tm85BoJbcElv9A1ZNAms-GY9ivu3bvg&oe=62481411&_nc_sid=705020
tia.ibrahimm_,@anjptrmdhn @anjptr76 pada bilang slide 3 sama terakhir. Kataku yg perlu d waspadai di slide 7 🥲,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/125190060_1178014625929252_905951440388959032_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=2zqFEZEW1nEAX9j9sEF&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT9GPM9scnf9PR_z-La1hf5JkXtBgZIxSYVP-Rip80Sa2w&oe=6248ADFD&_nc_sid=705020
