name,comment,image
hartikadewihidayat,Aku sih bukan anak indigo. Tapi kok lngsung merinding liat fto2 ini ya.. jantung lngsung deg2an gtu 😟,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/270104005_2725795607713950_7380273055773486967_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=3q_TSrCGC7cAX91_D-i&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT_Vziev-m8EUt0YhcH4twK5uW4SBuyp0FWpkvFMtJKvNw&oe=6248F1B8&_nc_sid=705020
bellaasusanto,kagakk dehh:),https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/275922166_507533704258755_313941427928347662_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=yrKqKCHu9KAAX8IbRC7&tn=K2QEpKHP0ILhBReK&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT-gab8gowOD6qg7MDI5tcytvz-ucqn1uaU1iiTd3vJmtQ&oe=6248033C&_nc_sid=705020
saverahp,"Pernah liat rumah ini dibuat film mistis juga antara dalang sama sinden yg saling suka, tp nontonnya ditv sih",https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/241934347_1213853395754755_2845397036676733863_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=l0uO2VGVc4AAX_keDoA&tn=K2QEpKHP0ILhBReK&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT9ks275Y28QukyyXo8bMudOYJp9bw4UDz9QhvmtnemJ8Q&oe=6248DB43&_nc_sid=705020
syifaoctaviiaa,Ini yang pernah disara dms,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/275735049_700799124529541_2490022948160240420_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=8xA77rUZc8AAX8fRZio&tn=K2QEpKHP0ILhBReK&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT8zkIYYtEBLYWgQtF89nyPjJKRqrHUvMyy2D5nM3oultA&oe=624874C7&_nc_sid=705020
hanabishi_reika,"@awkarin ndak usah jauh2 kalo soal makhluk jin mah...di rumah kita masing2 juga ada kog ..di rumahku banyak, di pohon yg di tanem romoku di pakai u rumah jin ..ketika di tebang ..jin nya ngamuk tapi setelah di mediasi alhamdulillah selesai ...kita sama2 makhlukNya...baik jin, manusia dll...hidup berdampingan u mengabdi kepadaNya...nih di sebelahku ada loh ..jin qorin...🤭",https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/117966485_918318595344211_3381555930292928987_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=qtCMPF063FkAX_ZVU_Q&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT-8Cjk3_8ygNcTrJtu4Ni9_H5fz9eRbQU8dMzByUxxHwA&oe=624829C3&_nc_sid=705020
jforji,"Kayaknya dulu mba @sarawijayanto udah pernah kesana, udah pernah liat di DMS (diary misteri sara)",https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/273383455_979380736288642_4289674175018248902_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=TsPTu7RTtMEAX98du8P&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT-n0Gr5IfKvgz15WPqMru2W5_dNfz7c9twBy3r7GSp26Q&oe=624867B5&_nc_sid=705020
__lynnshi,Ada yang duduk di slide 1,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/275662597_448644297054220_8291452402681670719_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=iyT8FPqLPqAAX8zSF5q&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT_sqIvOfofbja2X4R3-IDG4disIlk9Hff1YvxhFXd_Xdg&oe=62486FF6&_nc_sid=705020
jforji,"Kayaknya dulu mba @sarawijayanto udah pernah kesana, udah pernah liat di DMS (diary misteri sara)",https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/273383455_979380736288642_4289674175018248902_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=TsPTu7RTtMEAX98du8P&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT-n0Gr5IfKvgz15WPqMru2W5_dNfz7c9twBy3r7GSp26Q&oe=624867B5&_nc_sid=705020
dinamelfin,Untung aku anak Indihom ..,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/275867578_289801223306520_808665790620673645_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=ra1aGjvrElcAX8MkQJN&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT-4IkUu_V1zQRuJ3mXsdlHsMloVulJ0IVela1g-tjarLg&oe=6248B577&_nc_sid=705020
jenifercindi_,@shellirachel ayo ka,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/173663460_1965726296908543_7822485421752161316_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=sRkHj1yQttUAX-tWH5u&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT8DB3thjtDi8Q_SxzDl2GZkSeT4w0PadD54t5qBm28VZw&oe=6248F639&_nc_sid=705020
syalufitr_,Vibesnya berasa banget sampe sini🙃,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/274544177_150533677347138_4330903703501916944_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=Q3mSVFjYnHcAX-NmBJ3&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT8k74rSmySGcBtVN5h85lO8mVdxLvQZ0fBk4EuygZw3Nw&oe=6248BE93&_nc_sid=705020
saripah1311,"Aku pas liat foto slide slnjut²nya sumpah langsung pusing bgt kak, kaya energi nya Kuat bgt",https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/259750625_1106759593401985_6728437021163338786_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=cbXM6OTIp_oAX--_CTw&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT8WBBuXgSBKecsc-yRO7onZHPysrsSveuIpSnLuFNrpQg&oe=62491E59&_nc_sid=705020
im.not.ur.babes,slide ke 3 ada yg ngintip ya? Apa perasaan w doank?,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/275165217_456830742581581_5462036109522238678_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=PhyZZGbK-aYAX8EbvEb&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT9yBqgSRPUSiKmQUu89iy54NQebBeG8tWRZnLxBF9aqDA&oe=62477C8E&_nc_sid=705020
oiben_,Ini berani cenah karin @agiteeee,https://scontent-sin6-1.cdninstagram.com/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?_nc_ht=scontent-sin6-1.cdninstagram.com&_nc_cat=1&_nc_ohc=kLQ4jXKOCJIAX8urKfE&edm=AEaYFD0BAAAA&ccb=7-4&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.2-ccb7-4&oh=00_AT-3BrTBLwQQkJNc66dTWjTG34tij-WI1iN4cfLRw3nrCw&oe=62485A4F&_nc_sid=751ab8
ghinaaulputh,"serem bgt,bye.",https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/275452891_1183774582429647_8536555638968057707_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=w3yoWex-W7wAX_pi31p&tn=K2QEpKHP0ILhBReK&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT9z8j27ujh4dpOz5vujoFlA2KWo5hNLPCJ4cqGJz48Q0g&oe=624847B8&_nc_sid=705020
sidqialghifari,Yang paling jelas yang di kasur,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/125226693_136662497795416_8956511946583955124_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=-AjlFp2FNBIAX8oWm7V&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT9f584b7jhdCR_ATGFOiWCMH-J7jiaY-5z18vESFTBJAw&oe=6248BCB3&_nc_sid=705020
veronicaherlind,wahhh kak habis ke Kotagede to?? Yallah kok ra ketemu,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/272295610_3005659359701290_773245436427146362_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=W2gERMPA_o4AX_EaR_1&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT_5oT82IospLE17Bi-QYCQazRgUDBW_Z8-GZ0RyW4HgHg&oe=624876EC&_nc_sid=705020
radenmuno,Ko yo ora mampir to kak..,https://scontent-sin6-1.cdninstagram.com/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?_nc_ht=scontent-sin6-1.cdninstagram.com&_nc_cat=1&_nc_ohc=kLQ4jXKOCJIAX8urKfE&edm=AEaYFD0BAAAA&ccb=7-4&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.2-ccb7-4&oh=00_AT-3BrTBLwQQkJNc66dTWjTG34tij-WI1iN4cfLRw3nrCw&oe=62485A4F&_nc_sid=751ab8
putriwhynsh,"Itu rumah pocong yg di jogja, itu ada di youtube nya SARA WIJAYANTO",https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/185277516_1354966798222514_5723762176530075893_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=_1Tpw2dM9EYAX89LYyA&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT8qoihdHgcVsUTIxppj7A_q58esXMeWxuor4PL-Sm0OvA&oe=62484E51&_nc_sid=705020
rarasberliana,Slide terakhir itu si mba ayu yang kena kdrt ya?,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/275211278_1538891123144310_1434243399359779368_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=AOrdlrXXVhwAX-OqEcb&tn=K2QEpKHP0ILhBReK&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT-ZnHq00BO5ZP0JG-hnZRCx0O2S_DzsJrsQg5kE2k9OWQ&oe=6247A3F8&_nc_sid=705020
annisads17,Ini pernah ada di YTnya Sarwi deh. Kyknya pernah nonton.,https://scontent-sin6-1.cdninstagram.com/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?_nc_ht=scontent-sin6-1.cdninstagram.com&_nc_cat=1&_nc_ohc=kLQ4jXKOCJIAX8urKfE&edm=AEaYFD0BAAAA&ccb=7-4&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.2-ccb7-4&oh=00_AT-3BrTBLwQQkJNc66dTWjTG34tij-WI1iN4cfLRw3nrCw&oe=62485A4F&_nc_sid=751ab8
sekarnr.l,"Nonton dms (diary misteri sara) spesial jogja part 1 dan part 2 aja rin, itu 2th yang lalu @sarawijayanto @wisnuhardana @_demianaditya_",https://scontent-sin6-1.cdninstagram.com/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?_nc_ht=scontent-sin6-1.cdninstagram.com&_nc_cat=1&_nc_ohc=kLQ4jXKOCJIAX8urKfE&edm=AEaYFD0BAAAA&ccb=7-4&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.2-ccb7-4&oh=00_AT-3BrTBLwQQkJNc66dTWjTG34tij-WI1iN4cfLRw3nrCw&oe=62485A4F&_nc_sid=751ab8
trisnasti_mutiaraa,Auto ngibritt🚴‍♀️🚴‍♀️,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/274546416_245139604483214_1856494960855756729_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=VCBU9Mmm5JEAX8eP8u9&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT8u5qg51iawvfgoM4mLx-0ARPvM9mg_zA6a77fx8_53Tg&oe=62491D95&_nc_sid=705020
ayaa_shf,@febykagreta,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/273367635_310378177588681_1258202357733561290_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=S2euulub_PIAX_4oVye&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT_01IcBvD4Qqt8U5U082bqsy5rp2pWVUznXT44XCw_v3w&oe=6248677F&_nc_sid=705020
desyekaajulianty,@ulfaa_fauziah,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/277383450_164242239290668_5617829460935704537_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=Ms_MWqlL-PYAX_uAmiP&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT-r6LiolOSJ4enjw1PHpDDG49Pl8CHArk3ukq_rMD4fSQ&oe=6247FE51&_nc_sid=705020
shellaa.oktv,@diarycewekindigo,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/50507041_209376486598701_6073938369136558080_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=JlxLXQ4_FI8AX9n2eHE&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT9m0xvvaHnzmlNOCFGAB8xHbjb7A5wjQ8I0GT0V7U-1zw&oe=6248E1F4&_nc_sid=705020
auliamerisa28,Ogah rin,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/274704971_794335931957093_5464352738330039059_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=vvTqyGgvTHcAX8DOV-i&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT9NkSkFeNremR0VPFGOYT-LplrADPnILuP4T_6JYbMGGg&oe=6247E76E&_nc_sid=705020
monicaatps,Buat vlog tour tpt mistis gitu seru kali rin🔥🔥🔥🔥,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/277271120_1040628883470795_3464827974139234218_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=-biY0AB3RyYAX9RkS6S&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT8YOHi_EuWKUeCupukHu--FuevP8ZlTJik6rSbIN478cA&oe=624777C7&_nc_sid=705020
dddezy,Mbk @sarawijayanto n tim dms prnh tuh penelusuran kesitu,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/242737774_181570954117426_385563045881463450_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=-sopbfY0USgAX_SX2Es&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT9T8IjMeP5938tM5lDWFPBna_TviPQW0LX6zYwzjv2nug&oe=6247FB60&_nc_sid=705020
dipiway,Slide 3 & slide 8 sesak liatnya,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/273202476_147884737603623_5845200361508896286_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=fZLNKQPcvNAAX-smcKZ&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT-ZS3LvEy6xCC2TW_lwmY_LYZHAfB8iuSzCOnr38lR4jA&oe=624768D6&_nc_sid=705020
amaliaalia06,@janitrimj,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/82295335_2527254140730694_8244780102286573568_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=1ScZj1FrfqYAX_HbBVY&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT_st8GbGYjjOTqUBqKPLMwsdmNOjUaBQ8dfLyIde7nHcQ&oe=6248606F&_nc_sid=705020
syarifah.mona.161,Kok puyeng🥴,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/274672375_2860903797542196_524313315346233148_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=Gy3N5P6nO4oAX_9yO9u&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT_G2fNA5PeYLQJU3DnDiqUreZ5Z0oegcRAnnTbB2VJlbQ&oe=62482A93&_nc_sid=705020
laksito.dwii,"Slide ke 7 dan ke 8 sih yg serem, berasa",https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/262532019_1272839436566217_7010620450027982745_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=z_dpGPTL7bcAX-uf0Bq&tn=K2QEpKHP0ILhBReK&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT-fkdIqPXEi2jkmcUQDSIMdrKldBG6fv2ftw40RJdxF2Q&oe=62492C0D&_nc_sid=705020
ichul06,Ini yg di datengin sama DMS,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/12345971_1638381576430738_1776747477_a.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=HvMLXM6DEnYAX91QzKf&tn=K2QEpKHP0ILhBReK&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT_wl2hgLkU-7VnhNiSQseUkLXGSmB1ncnj16MRuj-hXsA&oe=6248276B&_nc_sid=705020
ebifebiola,Pernah liat ini di Diary Misteri Sara,https://instagram.fbkk28-1.fna.fbcdn.net/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?_nc_ht=instagram.fbkk28-1.fna.fbcdn.net&_nc_cat=1&_nc_ohc=kLQ4jXKOCJIAX8h5TN7&edm=AEaYFD0BAAAA&ccb=7-4&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.2-ccb7-4&oh=00_AT_LcYXWBO1VXumTY0f1bf6IsjUV5CLoG1sBqzvPWw_T0A&oe=62485A4F&_nc_sid=751ab8
miftahemifta,Liat fotonya aja aq dah merinding..,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/184611141_3964026627024914_5179980835398102433_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=0lNW8TPwWfQAX9l89II&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT9Ttn4kqqgXP_ZvOfZ2vtYc0VJ8f7sb7NnxtRsQ5dcHXQ&oe=62483A2E&_nc_sid=705020
dipiway,Slide 3 q,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/273202476_147884737603623_5845200361508896286_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=fZLNKQPcvNAAX-smcKZ&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT-ZS3LvEy6xCC2TW_lwmY_LYZHAfB8iuSzCOnr38lR4jA&oe=624768D6&_nc_sid=705020
nabilaakhsniptrr_,😮😮,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/239992364_295642439025164_5674180285751646386_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=GA5Aati26EgAX9lTCXW&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT8V-byEvNM87UJdOvJ-f2FZT4K9BH5l5hr-c1fqJtzDXA&oe=62486596&_nc_sid=705020
elisabetprina,@miisdaa @umm_rafaaa @nisa_wa9,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/271181939_637354904061513_202504767544906844_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=BUImky_8EjwAX8shV3v&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT8VQ0Ig-lOg3Ssho0X9aOy5htUExM-Go8nXkvLSX7Un8g&oe=624820E3&_nc_sid=705020
windysefaniaranria,Pengen nangis😌,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/219886421_878671069523905_3577783707469771892_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=H4cC1gXL2VsAX8bqwdW&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT_aeLyfLe_PkXjTa2IxAVd1lILuJ2jg7EzkZN-AMNsNVw&oe=624762A2&_nc_sid=705020
rizkinh17,@saradicts_dairymisterisara pernah kesini,https://instagram.fbkk28-1.fna.fbcdn.net/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?_nc_ht=instagram.fbkk28-1.fna.fbcdn.net&_nc_cat=1&_nc_ohc=kLQ4jXKOCJIAX8h5TN7&edm=AEaYFD0BAAAA&ccb=7-4&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.2-ccb7-4&oh=00_AT_LcYXWBO1VXumTY0f1bf6IsjUV5CLoG1sBqzvPWw_T0A&oe=62485A4F&_nc_sid=751ab8
elisabetprina,@miisdaa @umm_rafaaa @nisa_wa9,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/271181939_637354904061513_202504767544906844_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=BUImky_8EjwAX8shV3v&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT8VQ0Ig-lOg3Ssho0X9aOy5htUExM-Go8nXkvLSX7Un8g&oe=624820E3&_nc_sid=705020
libraduaempatujuh,Merindiing🥺🥺,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/275778268_667994237862196_4001129169371692926_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=0cjCiZQCWasAX_Htcg2&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT93Vq8WNSeLKHhIMHfd34rXRiz0T3oJR817RAOkz7_lbQ&oe=624800E7&_nc_sid=705020
firda_uni,Inget banget waktu DMS ke sini juga😢,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/276169187_662195871712160_231837638841735457_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=ayc60Uqp7j4AX_dKa9H&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT8cvjjido-nRZ_Jyz_tJMsGjEHeXbV9b5gVW0jF7rzegw&oe=62478916&_nc_sid=705020
je.pita,yg asli indigo pasti ngga akan spill dimana pastinya,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/274057845_2308828985926412_2666469156249063887_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=UX2dgucMfYAAX8QgQZr&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT_n424LBsnn3LQZKdR9a7MXfUHy2pGgL-1DLj8AxkUKmw&oe=6248383C&_nc_sid=705020
chalda_bhakti,@dillanggraini__  gass gak siii,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/200307855_2686771254780073_3578317074823462045_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=RS6QTk2e9hAAX9u8hBB&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT_tpHAf2UXpjH9HJ3oHeDiy8pdDwqznS3RQFmlbuI5lJQ&oe=6247489C&_nc_sid=705020
xxdcbknyl,suka bgt ka karin kl ke jogja bahas tempat mistis giniiii🙌🔥😍,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/272763278_293759989299551_2573028388983098023_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=f906vTeuDkEAX_FS6ta&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT9602GuzX1yofCcQzd8r9hxykIF2nE7IagLLs0fcJle6g&oe=6248D470&_nc_sid=705020
hi_xomoonlight,dahlah pusing anjir tibatiba,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/274504969_638126170590386_2774159848461138710_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=34RFMtqyEHsAX9lOfbh&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT_72US0pbkH0JkRKTsXdOQCWsJK6f729HdxMmVSczM0mQ&oe=6248B104&_nc_sid=705020
diana_fahmy_,takut ah,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/258209572_369061074977070_1115015459947928070_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=iM1wvjr3IPIAX8le-pN&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT8RsQ0p79grq6vg2lfIy9wyuxYyFZdrl6RbIfr556nohA&oe=62490A93&_nc_sid=705020
dhey4k,@stelaaelena silahkan kak,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/275421761_501671418148289_3199366534611508556_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=KgsvB9o6C6MAX_LOuvf&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT81upOQV2el3vP-APUzr-g6lT5hL0jeZHfmP2PlAndJUA&oe=62484CC1&_nc_sid=705020
ristaedi2512,Mantab @awkarin  smpai bantul😍,https://instagram.fsrg4-1.fna.fbcdn.net/v/t51.2885-19/275774767_694158181928427_2581158295151458040_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg4-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=_xrcD_ulOoAAX8eULbw&edm=AId3EpQBAAAA&ccb=7-4&oh=00_AT9vr_bGNNZdLD4d7FYPdKdJk-ji8-7-egpyrDlydShl2Q&oe=62480894&_nc_sid=705020
